"Site.No","SJAS.No","ENM.No","Site.Name","Room..","Box..","Level.Info","FS.No","Lot.No","Cat.No","Refire.txt","INAA.txt","Petrography.txt","Photography.txt","Vessel.Form","Vessel.Part","Wall.Thickness","Rim.Radius","Rim.Arc","Rim.Eversion","Exterior.Pigment","Interior.Pigment","Exterior.Surface","Interior.Surface","Vessel.Appendage","Use.Wear.Residue","Retooling.Modification","Temper","Paste","Slip","Tradition","Variety","Ware","SPECTYPT","Style","Count","Weight","Vessel.No","Comments"
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","401","Special Collection #8",313,12,10,"yes","No","No","No","Jar","Body",0,0,0,0,"Organic","None","Slipped and painted","Plain","None","None","None","Crushed igneous rock and sherd","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Mancos",1,18,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","401","Special Collection #8",313,13,0,"No","No","No","No","Bowl","Body",4.4,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","Sooting (both surfaces)","None","Crushed igneous rock and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Mancos",2,16.8,NA,"vitrified"
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","401","Special Collection #8",313,16,0,"No","No","No","No","Jar","Body",0,0,0,0,"Organic","None","Slipped and painted","Plain","None","Sooting (exterior)","None","Crushed igneous rock and sherd","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Reserve",1,24.6,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","401","Special Collection #8",313,17,0,"No","No","No","No","Ladle","Rim",0,4,36,0,"None","Mineral/Organic","Slipped","Slipped and painted","None","None","None","Augite Diorite and sherd","Animas Var. Light","Thick - crackly","Northern San Juan","Animas","White","Mancos Black-on-white","Puerco",1,13.1,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","401","Special Collection #8",313,19,12,"yes","No","No","No","Bowl","Body",5.9,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Augite Diorite and sherd","Animas Var. Dark","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Puerco",1,17.7,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","401","Special Collection #8",313,22,0,"No","No","No","No","Bowl","Body",4.4,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Crushed igneous rock","Trade Ware","Thin","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Sosi",1,13.1,NA,"vitrified"
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","401","Special Collection #8",313,23,0,"No","No","No","No","Bowl","Rim",5.8,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Augite Diorite and sand","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Sosi",1,22.5,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","401","Special Collection #8",313,24,13,"yes","No","No","No","Bowl","Body",5.1,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Augite Diorite and sherd","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Sosi",1,11.7,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","401","Special Collection #8",313,25,0,"No","No","No","No","Pitcher","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Augite Diorite and sherd","Animas Var. Dark","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Sosi",1,15.8,NA,"vitrified"
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","401","Special Collection #8",313,26,0,"No","No","No","No","Bowl","Base",5.1,0,0,0,"None","Mineral","Plain","Slipped and painted","None","None","None","Crushed igneous rock and sand","Trade Ware","Thin","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Sosi",1,32.2,NA,"vitrified"
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","401","Special Collection #8",313,39,0,"No","No","No","No","Olla","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","Strap","None","None","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",2,18.9,NA,"refit"
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","401","Special Collection #8",313,40,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Crushed igneous rock and sand","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,4.6,NA,"oxidised"
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","401","Special Collection #8",313,41,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,6.2,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","401","Special Collection #8",313,42,0,"No","No","No","No","Olla","Rim",0,5,44,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thin","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,6.1,NA,"squiggle hatchure"
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","401","Special Collection #8",313,44,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","Shaping (grinding, flaking, etc.)","Crushed igneous rock and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",2,9.8,NA,"refit; irregular ground objec - 30%"
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","401","Special Collection #8",313,45,0,"No","No","No","No","Bowl","Body",4.8,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,7.4,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","401","Special Collection #8",313,46,20,"yes","No","No","No","Bowl","Body",4.2,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Crushed igneous rock and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Chaco",2,18,NA,"refit"
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","401","Special Collection #8",313,47,0,"No","No","No","No","Bowl","Body",5.7,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,10.9,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","401","Special Collection #8",313,50,0,"No","No","No","No","Bowl","Rim",4.3,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Augite Diorite and sherd","Animas Var. Dark","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,10.3,NA,"vitrified"
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","401","Special Collection #8",313,51,0,"No","No","No","No","Bowl","Rim",5.6,10,29,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Augite Diorite and sand","Animas Var. Dark","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,13.9,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","401","Special Collection #8",313,52,23,"yes","No","No","No","Olla","Rim",0,3,91,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Augite Diorite and sherd","Animas Var. Dark","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,12.7,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","401","Special Collection #8",313,53,24,"yes","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Augite Diorite and sand","Animas Var. Dark","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,25,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","401","Special Collection #8",318,11,0,"No","No","No","No","Bowl","Body",5.7,0,0,0,"None","Mineral/Organic","Slipped","Slipped and painted","None","Int. base polish, pitting, or abrasion","None","Augite Diorite and sand","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Sosi",1,27,NA,"vitrified"
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","401","Special Collection #8",318,15,0,"No","No","No","No","Bowl","Rim",5.1,9,35,0,"None","Mineral","Fillet w/ indented corrugation","Slipped and painted","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thin","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",2,21.2,NA,"refit; vitrified"
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","401","Special Collection #8",318,19,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Crushed igneous rock and sand","Animas Var. Light","Washy - Cibola","Northern San Juan","Animas","White","Mancos Black-on-white","Sosi",1,3.7,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","401","Special Collection #8",318,21,0,"No","No","No","No","Seed jar","Rim",0,4,64,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Augite Diorite and sherd","Animas Var. Light","Thin","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,22.5,NA,"crosshatched fill; vitrified"
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","401","Special Collection #8",319,1,33,"yes","No","No","No","Bowl","Rim",4.5,10,24,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Augite Diorite and sherd","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Puerco",1,11.7,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","401","Special Collection #8",319,4,36,"yes","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Crushed igneous rock and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,35.5,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","405","TT3, C-1-3",320,4,0,"No","No","No","No","Jar","Rim",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Augite Diorite and sand","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Black Mesa",1,4.9,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","405","TT3, C-1-3",320,5,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","Shaping (grinding, flaking, etc.)","Augite Diorite and sand","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Puerco",1,13.9,NA,"tabular object - 80%"
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","405","TT3, C-1-3",320,7,1,"yes","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,13.3,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","405","TT3, C-1-3",320,8,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","Scraper","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,13.3,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","450","TT3, C-1-3",321,6,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thin","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,5.8,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","450","TT3, C-1-3",322,5,0,"No","No","No","No","Jar","Neck",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Augite Diorite and sherd","Animas Var. Light","Thin","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,9,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","450","TT3, C-1-3",322,6,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Augite Diorite and sand","Animas Var. Dark","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Sosi",1,7.3,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","450","TT3, C-1-3",322,7,0,"No","No","No","No","Bowl","Body",4.4,0,0,0,"None","Mineral","Plain","Slipped and painted","None","None","None","Coarse angular granite and sherd","Trade Ware","Thin","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,4.4,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","450","TT3, C-1-3",322,9,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Crushed igneous rock and sherd","Animas Var. Dark","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Puerco",2,5.2,NA,"refit"
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","450","TT3, C-1-3",322,10,4,"yes","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Crushed igneous rock and sherd","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Sosi",1,11.8,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","450","TT3, C-1-3",323,3,0,"No","No","No","No","Ladle","Body",0,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Augite Diorite and sherd","Animas Var. Dark","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,2.9,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","450","TT3, C-1-3",323,7,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Crushed igneous rock and sand","Trade Ware","Thin","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,3.9,NA,"vitrified"
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","450","TT1, J-1-6",325,3,0,"No","No","No","No","Ladle","Rim",0,6,32,0,"None","Mineral","Slipped","Slipped and painted","None","Rim abrasion","None","Crushed igneous rock and sherd","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,5.9,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","400","Special Collection #7",327,18,0,"No","No","No","No","Bowl","Rim",5.6,6.5,32,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Coarse angular granite and sherd","Trade Ware","Thin","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,13.5,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","400","Special Collection #7",327,19,0,"No","No","No","No","Open gourd dipper","Rim",0,0,0,0,"None","Mineral","Slipped","Slipped and painted","Gourd Handle","None","None","Crushed igneous rock and sherd","Animas Var. Dark","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Sosi",1,12.6,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","400","Special Collection #7",327,20,47,"yes","No","No","No","Bowl","Rim",4.5,7,47,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Augite Diorite and sand","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,11.4,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","400","Special Collection #7",327,21,48,"yes","No","No","No","Bowl","Rim",4.8,8,44,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Augite Diorite and sherd","Animas Var. Dark","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,16.7,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","400","Special Collection #7",327,25,51,"yes","No","No","No","Bowl","Body",6,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Augite Diorite and sand","Animas Var. Dark","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Sosi",1,19.5,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","404","TT1, C-1-3",335,4,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Sosi",1,17.1,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","404","TT1, C-1-3",338,5,103,"yes","No","No","No","Bowl","Rim",4.7,9,40,0,"None","Mineral","Plain","Slipped and painted","None","None","None","Augite Diorite and sherd","Animas Var. Dark","Thick - crackly","Northern San Juan","Animas","White","Mancos Black-on-white","Sosi",1,27.2,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","404","TT2, V-1-4",339,5,0,"No","No","No","No","Bowl","Body",4.3,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thin","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Sosi",1,16.4,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","404","TT2, C-2-5",341,3,0,"No","No","No","No","Bowl","Body",4.9,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,10.8,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","404","TT2, C-1-3",342,4,0,"No","No","No","No","Bowl","Body",5.9,0,0,0,"None","Mineral","Plain","Slipped and painted","None","None","None","Diorite","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,6,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","404","TT2, C-2-5",343,3,0,"No","No","No","No","Ladle","Rim",0,5,30,0,"None","Mineral","Plain","Slipped and painted","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,2,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","404","C-1-3",345,3,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral/Organic","None","Slipped and painted","Plain","None","None","Shaping (grinding, flaking, etc.)","Crushed igneous rock and sand","Animas Var. Dark","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,13.8,NA,"indeterminate edge grinding"
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","404","TT2, C-1-3",347,2,0,"No","No","No","No","Bowl","Body",4.5,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Diorite","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,8,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","404","TT1, C-1-3",348,2,0,"No","No","No","No","Jar","Shoulder",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Augite Diorite and sand","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,7.3,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","404","TT2, J-1-7",352,3,0,"No","No","No","No","Bowl","Body",4.6,0,0,0,"None","Mineral","Plain","Slipped and painted","None","None","None","Crushed igneous rock and sherd","Trade Ware","Thin","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,2.2,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","402","Special Collection",388,3,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Augite Diorite and sherd","Animas Var. Dark","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,6.4,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","402","Grab Sample",389,8,86,"yes","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,37.3,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","402","Grab Sample",389,9,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,7.1,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","402","Grab Sample",389,10,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Augite Diorite and sherd","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Black Mesa",1,9.8,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","402","Grab Sample",389,11,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","Shaping (grinding, flaking, etc.)","Crushed igneous rock and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Sosi",1,15.9,NA,"irregular ground object - 80%; vitrified"
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","402","Grab Sample",389,12,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Plain and painted","Plain","None","None","None","Crushed igneous rock and sherd","Animas Var. Dark","None","Northern San Juan","Animas","White","Mancos Black-on-white","Mancos",1,13.6,NA,"vitrified"
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","402","Grab Sample",389,17,0,"No","No","No","No","Ladle","Rim",0,5,50,0,"None","Mineral/Organic","Slipped","Slipped and painted","None","None","Scraper","Crushed igneous rock","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Puerco",1,23,NA,"minor angled grinding on two edges"
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","402","Grab Sample",389,18,0,"No","No","No","No","Bowl","Rim",4.4,6,50,0,"None","Mineral","Plain","Slipped and painted","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thin","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Puerco",1,14.3,NA,"vitrified"
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","402","Special Collection",390,3,90,"yes","No","No","No","Bowl","Body",5.5,0,0,0,"None","Mineral/Organic","Slipped","Slipped and painted","None","None","None","Augite Diorite and sherd","Animas Var. Light","Thin","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,19.4,NA,"possible flared rim?"
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","402","Special Collection",390,4,91,"yes","No","No","No","Bowl","Rim",4.6,9,42,0,"None","Mineral","Plain","Slipped and painted","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thin","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,26,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","402","Special Collection",391,4,0,"No","No","No","No","Bowl","Rim",5.3,0,0,0,"None","Mineral","Plain","Slipped and painted","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Black Mesa",1,5.7,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","402","Special Collection",391,7,0,"No","No","No","No","Bowl","Rim",6.5,11,33,0,"None","Organic","Slipped","Slipped and painted","None","Rim abrasion","None","Augite Diorite","Animas Var. Dark","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Puerco",1,20.3,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","402","Special Collection",392,19,0,"No","No","No","No","Bowl","Rim",4.8,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","Rim reshaped (vessel form changed)","Augite Diorite and sherd","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Sosi",1,4,NA,"possible ground object fragment"
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","402","Special Collection",392,20,0,"No","No","No","No","Bowl","Rim",4.8,9,25,0,"None","Mineral","Slipped","Slipped and painted","None","Sooting (both surfaces)","None","Augite diorite and Shale","Animas Var. Dark","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Mancos",1,16.7,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","402","Special Collection",392,21,0,"No","No","No","No","Bowl","Rim",5,7,27,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Augite Diorite and sherd","Animas Var. Light","Thick - crackly","Northern San Juan","Animas","White","Mancos Black-on-white","Reserve",1,4.9,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","402","Special Collection",392,25,0,"No","No","No","No","Ladle","Rim",0,5,53,0,"Mineral","Organic","Slipped and painted","Slipped and painted","Indeterm handle stub","None","None","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,17.3,NA,"vitrified; squiggle hatchure"
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","402","Special Collection",392,27,0,"No","No","No","No","Bowl","Rim",4.4,6,34,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,18.2,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","402","Special Collection",392,28,0,"No","No","No","No","Bowl","Rim",5.9,9,28,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Augite Diorite and sherd","Animas Var. Dark","Thin","Northern San Juan","Animas","White","Mancos Black-on-white","Reserve",1,19.3,NA,"vitrified"
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","402","Special Collection",392,29,0,"No","No","No","No","Bowl","Rim",6.3,11,24,0,"None","Mineral/Organic","Slipped","Slipped and painted","None","Sooting (both surfaces)","None","Augite diorite and Shale","Animas Var. Dark","Thick - crackly","Northern San Juan","Animas","White","Mancos Black-on-white","Reserve",1,23.3,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","402","Special Collection",393,5,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Augite Diorite and sherd","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Reserve",1,11.9,NA,""
