"Site.No","SJAS.No","ENM.No","Site.Name","Room..","Box..","Level.Info","FS.No","Lot.No","Cat.No","Refire.txt","INAA.txt","Petrography.txt","Photography.txt","Vessel.Form","Vessel.Part","Wall.Thickness","Rim.Radius","Rim.Arc","Rim.Eversion","Exterior.Pigment","Interior.Pigment","Exterior.Surface","Interior.Surface","Vessel.Appendage","Use.Wear.Residue","Retooling.Modification","Temper","Paste","Slip","Tradition","Variety","Ware","SPECTYPT","Style","Count","Weight","Vessel.No","Comments"
"LA 5631","None","ENM 5300","Morris 41","","421","TT1, C-0-0",228,10,0,"No","No","No","No","Bowl","Body",5.7,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Augite Diorite and Other Crushed Rock","Animas Var. Light","Thick - crackly","Northern San Juan","Animas","White","Mancos Black-on-white","Reserve",1,8.4,NA,""
"LA 5631","None","ENM 5300","Morris 41","","421","TT1, C-0-0",229,7,0,"No","No","No","No","Bowl","Body",6.3,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Crushed igneous rock and sherd","Indeterminate","Thick - chalky","Northern San Juan","Indeterminate","White","Mancos Black-on-white","Dogoszhi",1,4.2,NA,"oxidised"
"LA 5631","None","ENM 5300","Morris 41","","421","TT1, C-0-0",230,5,0,"No","No","No","No","Ladle","Rim",0,3,45,0,"None","Mineral/Organic","Slipped","Slipped and painted","None","Rim abrasion","None","Augite Diorite","Animas Var. Dark","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,4.7,NA,""
"LA 5631","None","ENM 5300","Morris 41","","421","TT1, C-4-6",231,6,0,"No","No","No","No","Bowl","Body",6.6,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Indeterminate",1,12.5,NA,""
"LA 5631","None","ENM 5300","Morris 41","","421","TT1, C-4-6",231,7,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Augite Diorite and sherd","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Reserve",1,7.2,NA,""
"LA 5631","None","ENM 5300","Morris 41","","421","TT1, C-1-2",232,4,0,"No","No","No","No","Bowl","Rim",6.5,0,0,0,"None","Mineral","Plain corrugated","Slipped and painted","None","None","None","Crushed igneous rock and sherd","Trade Ware","Thin","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Indeterminate",1,5.4,NA,""
"LA 5631","None","ENM 5300","Morris 41","","421","TT1, C-1-2",232,5,0,"No","No","No","No","Ladle","Body",0,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Augite Diorite and sand","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,4.4,NA,""
"LA 5631","None","ENM 5300","Morris 41","","421","TT1, C-1-2",232,6,0,"No","No","No","No","Olla","Rim",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Augite Diorite and sand","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,8.8,NA,""
"LA 5631","None","ENM 5300","Morris 41","","421","TT?, C-0-0",234,5,0,"No","No","No","No","Pinch pot","Rim",0,3,33,0,"None","Mineral","Plain","Polished and painted","None","None","None","Crushed igneous rock","Animas Var. Dark","None","Northern San Juan","Animas","White","Mancos Black-on-white","Sosi",1,2.6,NA,""
"LA 5631","None","ENM 5300","Morris 41","","421","TT?, C-0-0",234,6,0,"No","No","No","No","Jar","Body",0,0,0,0,"Organic","None","Slipped and painted","Plain","None","None","None","Augite Diorite","Animas Var. Dark","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,2.4,NA,""
"LA 5631","None","ENM 5300","Morris 41","","421","TT1, C-0-0",236,4,13,"yes","No","No","No","Bowl","Rim",4.8,6,27,0,"None","Organic","Slipped","Slipped and painted","None","None","None","Augite Diorite","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Mancos",1,8.9,NA,""
"LA 5631","None","ENM 5300","Morris 41","","421","TT1, C-0-0",237,3,0,"No","No","No","No","Ladle","Rim",0,6,27,0,"None","Mineral","Plain","Slipped and painted","None","None","None","Diorite Porphyry and sand","Trade Ware","Thin","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Sosi",1,2.8,NA,"vitrified"
"LA 5631","None","ENM 5300","Morris 41","","421","TT1, A-1-1",238,4,0,"No","No","No","No","Bowl","Body",3.2,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Augite Diorite and sand","Animas Var. Dark","Thin","Northern San Juan","Animas","White","Mancos Black-on-white","Sosi",1,2.6,NA,"vitrified"
"LA 5631","None","ENM 5300","Morris 41","","422","TT1, C-3-5",241,9,0,"No","No","No","No","Bowl","Body",3.8,0,0,0,"None","Mineral","Plain","Slipped and painted","None","None","None","Augite Diorite and sherd","Animas Var. Light","Thin","Northern San Juan","Animas","White","Mancos Black-on-white","Mancos",1,5.5,NA,""
"LA 5631","None","ENM 5300","Morris 41","","422","TT1, C-3-5",241,10,0,"No","No","No","No","Ladle","Rim",0,6,33,0,"None","Mineral","Slipped","Slipped and painted","None","Sooting (both surfaces)","None","Augite Diorite and sand","Animas Var. Dark","Thin","Northern San Juan","Animas","White","Mancos Black-on-white","Sosi",1,6.7,NA,"vitrified"
"LA 5631","None","ENM 5300","Morris 41","","422","TT1, C-2-3",242,5,0,"No","No","No","No","Jar","Body",0,0,0,0,"Organic","None","Slipped and painted","Plain","None","None","None","Augite Diorite","Animas Var. Dark","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,8.8,NA,""
"LA 5631","None","ENM 5300","Morris 41","","422","TT1, C-2-3",242,7,21,"yes","No","No","No","Seed jar","Rim",0,3.5,38,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Crushed igneous rock and sherd","Animas Var. Dark","Thin","Northern San Juan","Animas","White","Mancos Black-on-white","Sosi",1,20.2,NA,""
"LA 5631","None","ENM 5300","Morris 41","","422","TT1, C-3-5",243,7,24,"yes","No","No","No","Bowl","Body",5.6,0,0,0,"None","Mineral/Organic","Slipped","Slipped and painted","None","None","None","Coarse angular granite and sherd","Animas Var. Light","Thick - crackly","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,10.5,NA,""
"LA 5631","None","ENM 5300","Morris 41","","422","TT1, C-3-5",244,8,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thin","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,1.6,NA,""
"LA 5631","None","ENM 5300","Morris 41","","422","TT1, C-3-5",244,9,25,"yes","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Sosi",1,10.1,NA,""
"LA 5631","None","ENM 5300","Morris 41","","422","TT1, C-0-0",250,6,0,"No","No","No","No","Ladle","Rim",0,2.5,60,0,"None","Organic","Slipped","Slipped and painted","None","Rim abrasion","Not analyzed","Augite Diorite and sherd","Animas Var. Dark","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Mancos",1,5.3,NA,"heavy scoop use on rim"
"LA 5631","None","ENM 5300","Morris 41","","422","TT1, B-1-4",251,11,0,"No","No","No","No","Bowl","Rim",5.6,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Reserve",1,4,NA,""
"LA 5631","None","ENM 5300","Morris 41","","422","TT1, B-1-4",251,13,35,"yes","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,28.2,NA,""
"LA 5631","None","ENM 5301","Morris 41","","423","TT1, C-0-0",203,6,0,"No","No","No","No","Jar","Body",0,0,0,0,"Organic","None","Slipped and painted","Plain","None","None","Shaping (grinding, flaking, etc.)","Crushed igneous rock","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Black Mesa",1,4.1,NA,"indeterminate edge grinding"
"LA 5631","None","ENM 5301","Morris 41","","423","TT1, C-0-0",204,7,0,"No","No","No","No","Jar","Body",0,0,0,0,"Organic","None","Slipped and painted","Plain","None","None","None","Crushed igneous rock and sand","Animas Var. Light","Thin","Northern San Juan","Animas","White","Mancos Black-on-white","Black Mesa",1,4.8,NA,""
"LA 5631","None","ENM 5301","Morris 41","","423","TT1, C-0-0",205,9,6,"yes","Yes","No","No","Jar","Body",0,0,0,0,"Organic","None","Slipped and painted","Plain","None","None","None","Augite Diorite and sand","Animas Var. Dark","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Black Mesa",1,5.8,NA,""
"LA 5631","None","ENM 5301","Morris 41","","423","TT1, C-0-0",207,4,0,"No","No","No","No","Bowl","Body",4.3,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,1.4,NA,"crosshatched fill"
"LA 5631","None","ENM 5301","Morris 41","","423","TT1, C-0-0",207,5,0,"No","No","No","No","Jar","Rim",0,3,56,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Black Mesa",1,7.8,NA,"vitrified"
"LA 5631","SJ31","ENM 5098","Morris 41","","?","SJAS Sites 1-42",919,12,4,"yes","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Crushed igneous rock and sherd","Animas Var. Light","Thin","Northern San Juan","Animas","White","Mancos Black-on-white","Puerco",1,6.2,NA,""
"LA 5631","SJ31","ENM 5098","Morris 41","","?
?","SJAS Sites 1-42",919,15,0,"No","No","No","No","Jar","Rim",0,4,35,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Augite Diorite and sherd","Animas Var. Light","Thin","Northern San Juan","Animas","White","Mancos Black-on-white","Sosi",1,9.1,NA,""
"LA 5631","SJ31","ENM 5098","Morris 41","","?","SJAS Sites 1-42",919,16,5,"yes","Yes","No","No","Ladle","Rim",0,4.5,70,0,"None","Mineral","Plain","Slipped and painted","None","None","None","Augite Diorite","Animas Var. Light","Thin","Northern San Juan","Animas","White","Mancos Black-on-white","Sosi",1,8.8,NA,""
"LA 5631","SJ31","ENM 5098","Morris 41","","?","SJAS Sites 1-42",919,17,0,"No","No","No","No","Bowl","Rim",5.9,5,21,0,"Mineral","Mineral","Slipped and painted","Slipped and painted","None","None","None","Augite Diorite and sand","Animas Var. Light","Thin","Northern San Juan","Animas","White","Mancos Black-on-white","Mancos",1,3.3,NA,"ext dots, int crosshatch dogoszhi"
"LA 5631","SJ31","ENM 5098","Morris 41","","?","SJAS Sites 1-42",919,18,0,"No","No","No","No","Ladle","Rim",0,3,33,0,"None","Mineral","Polished","Polished and painted","None","None","None","Diorite Porphyry","Trade Ware","None","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Mancos",1,5.9,NA,"tiny dots"
"LA 5642","SJ42","ENM 5003","None","","?","SJAS Sites 1-42",913,2,1,"yes","No","No","No","Bowl","Base",4.6,0,0,0,"None","Mineral","Plain","Slipped and painted","None","None","None","Crushed igneous rock and sherd","Animas Var. Light","Washy","Northern San Juan","Animas","White","Mancos Black-on-white","Reserve",1,119.1,NA,"unusual design layout"
"LA 5642","SJ42","ENM 5003","None","","?","SJAS Sites 1-42",913,9,0,"No","No","No","No","Jar","Rim",0,2.5,142,30,"Mineral","None","Slipped and painted","Plain","None","None","None","Crushed igneous rock, sand and sherd","Animas Var. Light","Washy","Northern San Juan","Animas","White","Mancos Black-on-white","Chaco",1,8,NA,""
"LA 5642","SJ42","ENM 5003","None","","?","SJAS Sites 1-42",913,12,6,"yes","Yes","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","Single coil handle","None","None","Crushed igneous rock and sand","Animas Var. Dark","Washy","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,32.2,NA,""
"LA 4355","None","None","LA 5652","","H119","Survey",957,5,2,"yes","No","No","No","Bowl","Rim",4.5,7,19,0,"None","Mineral","Plain","Slipped and painted","None","None","None","Diorite Porphyry and sand","Trade Ware","Thin","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Sosi",1,9.4,NA,""
"LA 59967","None","ENM 5105","Kello-Blancett","","412","Grab Sample",153,8,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Crushed igneous rock and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,4,NA,""
"LA 59967","None","ENM 5105","Kello-Blancett","","412","Rough Sorted",157,8,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Crushed igneous rock and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,5.8,NA,""
"LA 59967","None","ENM 5105","Kello-Blancett","","412","Rough Sorted",157,9,4,"yes","Yes","No","No","Bowl","Body",5.8,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Crushed igneous rock and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Reserve",1,19.6,NA,"crosshatched fill"
"LA 6286","SJ100 A-B","ENM 5216","None","","3","SJAS Sites 100",925,5,0,"No","No","No","No","Bowl","Rim",6.6,9,20,0,"None","Mineral","Fillet w/ indented corrugation","Slipped and painted","None","None","None","Augite Diorite and sand","Animas Var. Light","Thick - crackly","Northern San Juan","Animas","White","Mancos Black-on-white","Reserve",1,7.8,NA,""
"LA 6286","SJ100 A-B","ENM 5216","None","","3","SJAS Sites 100",925,6,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Diorite Porphyry and sand","Trade Ware","Thin","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Reserve",1,4.6,NA,""
"LA 6286","SJ100 A-B","ENM 5216","None","","3","SJAS Sites 100",925,8,0,"No","No","No","No","Bowl","Body",5.1,0,0,0,"None","Mineral","Plain","Slipped and painted","None","None","None","Crushed igneous rock and sherd","Animas Var. Light","Washy","Northern San Juan","Animas","White","Mancos Black-on-white","Chaco",1,4.6,NA,""
"LA 6286","SJ100 A-B","ENM 5216","None","","3","SJAS Sites 100",926,5,0,"No","No","No","No","Bowl","Body",5.3,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Crushed igneous rock and sand","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,8.4,NA,""
"LA 6286","SJ100 A-B","ENM 5216","None","","3","SJAS Sites 100",926,6,2,"yes","No","No","No","Bowl","Body",5.9,0,0,0,"None","Mineral","Indented corrugated","Slipped and painted","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,13.5,NA,""
"LA 6286","SJ100 A-B","ENM 5216","None","","3","SJAS Sites 100",927,4,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Augite Diorite and sherd","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,4,NA,"crosshatched fill"
"LA 6286","SJ100 A-B","ENM 5216","None","","3","SJAS Sites 100",929,3,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Sosi",1,1.8,NA,""
"LA 6286","SJ100 A-B","ENM 5216","None","","3","SJAS Sites 100",929,4,0,"No","No","No","No","Bowl","Body",4,0,0,0,"None","Organic","Plain","Slipped and painted","None","None","None","Augite Diorite and sherd","Animas Var. Light","Thin","Northern San Juan","Animas","White","Mancos Black-on-white","Black Mesa",1,2,NA,""
"LA 6286","SJ100 A-B","ENM 5216","None","","3","SJAS Sites 100",930,3,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,1.9,NA,"vitrified"
"LA 6286","SJ100 A-B","ENM 5216","None","","3","SJAS Sites 100",930,4,0,"No","No","No","No","Bowl","Body",4.7,0,0,0,"None","Mineral/Organic","Slipped","Slipped and painted","None","None","None","Crushed igneous rock","Animas Var. Light","Thick - crackly","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,6.1,NA,""
"LA 6286","SJ100 A-B","ENM 5216","None","","3","SJAS Sites 100",930,5,0,"No","No","No","No","Bowl","Body",4.8,0,0,0,"None","Mineral","Plain","Slipped and painted","None","None","None","Crushed igneous rock and sherd","Animas Var. Light","Washy","Northern San Juan","Animas","White","Mancos Black-on-white","Chaco",1,5,NA,""
"SJAS 138","SJAS 138","None","None","","4","Survey?",1003,3,2,"yes","No","No","No","Bowl","Body",6,0,0,0,"None","Mineral","Plain","Polished and painted","None","None","None","Augite Diorite and sherd","Animas Var. Dark","None","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,32.1,NA,""
"SJAS 138","SJAS 138","None","None","","4","Survey?",1003,4,3,"yes","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Diorite Porphyry and sherd","Trade Ware","Washy","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Sosi",1,17.5,NA,""
"LA 6289","None","None","None","","H119","SJAS RA",944,6,2,"yes","No","No","No","Bowl","Rim",5.7,8,47,0,"None","Organic","Plain","Polished and painted","None","None","None","Crushed igneous rock and sand","Animas Var. Dark","None","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,17.2,NA,""
"LA 6289","None","None","None","","H119","SJAS RA",944,7,3,"yes","No","No","No","Jar","Body",0,0,0,0,"Mineral/Organic","None","Slipped and painted","Plain","None","None","None","Crushed igneous rock and sand","Animas Var. Dark","Washy","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",2,26.7,NA,"from same vessel"
"LA 6292","None","None","None","","H119","SJAS RA",959,4,2,"yes","Yes","No","No","Bowl","Rim",7.3,8,40,0,"None","Organic","Plain","Plain and painted","None","None","None","Augite Diorite and sand","Animas Var. Dark","None","Northern San Juan","Animas","White","Mancos Black-on-white","Mancos",1,54.8,NA,""
"LA 82098","None","ENM 5037","None","","393","Spec. Collection",64,5,4,"yes","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Mancos",1,6.9,NA,""
"LA 82098","None","ENM 5037","None","","393","Spec. Collection",64,10,5,"yes","Yes","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,8.3,NA,"squiggle hatchure"
"LA 82098","None","ENM 5037","None","","393","Spec. Collection",66,3,0,"No","No","No","No","Bowl","Body",6.1,0,0,0,"None","Organic","Slipped","Slipped and painted","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Black Mesa",1,5.4,NA,""
"LA 82098","None","ENM 5037","None","","393","Spec. Collection",66,4,0,"No","No","No","No","Bowl","Body",5.3,0,0,0,"None","Mineral","Plain","Slipped and painted","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thin","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,4.6,NA,""
"LA 82098","None","ENM 5037","None","","393","Spec. Collection",66,5,0,"No","No","No","No","Bowl","Body",5.1,0,0,0,"None","Mineral","Plain","Slipped and painted","None","None","Repair hole","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,4.6,NA,""
"LA 82098","None","ENM 5037","None","","393","NW",67,6,7,"yes","No","No","No","Bowl","Rim",4.1,6,23,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Augite Diorite and sand","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,4.4,NA,""
"LA 82098","None","ENM 5037","None","","393","NE Spec. Collection",70,1,9,"yes","No","No","No","Bowl","Body",5.7,0,0,0,"None","Mineral/Organic","Slipped","Slipped and painted","None","None","None","Augite Diorite and sand","Animas Var. Dark","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Sosi",1,24.2,NA,""
"LA 8619","None","ENM 5030","Point","","388","TT2, C-2-3",4,3,2,"yes","Yes","No","No","Bowl","Base",4,0,0,0,"None","Organic","Slipped","Slipped and painted","None","Ext. base polish, pitting, or abrasion","None","Augite Diorite and sand","Animas Var. Light","Thin","Northern San Juan","Animas","White","Mancos Black-on-white","Indeterminate",1,6.3,NA,"Lori Edit"
"LA 8619","None","ENM 5030","Point","","388","TT2, C-2-3",4,4,3,"yes","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","Ext (non-basal) pitting or abrasion","None","Diorite porphyry, sand, and sherd","Trade Ware","Thin","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,16.4,NA,"squiggle hatchure"
"LA 8619","None","ENM 5030","Point","","388","TT2, C-2-3",9,3,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral/Organic","None","Slipped and painted","Plain","None","None","Shaping (grinding, flaking, etc.)","Diorite Porphyry and sherd","Trade Ware","Thin","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,7.1,NA,"ground tabular fragment - 35%"
"LA 8619","None","ENM 5030","Point","","387","TT2, C-3-5",15,3,7,"yes","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Augite Diorite and sand","Animas Var. Light","Thin","Northern San Juan","Animas","White","Mancos Black-on-white","Sosi",1,10.5,NA,""
"LA 8619","None","ENM 5030","Point","","387","Dist. Burial, Feature 2",17,7,0,"No","No","No","No","Bowl","Rim",4.4,0,0,0,"None","Mineral","Plain","Slipped and painted","None","None","None","Diorite Porphyry","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Sosi",1,8.6,NA,"vitrified"
"LA 8619","None","ENM 5030","Point","","387","TT2, C-1-2",21,3,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Diorite Porphyry and sand","Trade Ware","Thin","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,3.8,NA,"squiggle hatchure"
"LA 8619","None","ENM 5030","Point","","385","TT2, C-2-3",24,5,21,"yes","No","No","No","Jar","Neck",0,0,0,0,"Organic","None","Slipped and painted","Plain","None","None","None","Augite diorite, Sherd and Sand","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Mancos",2,9.3,NA,""
"LA 8619","None","ENM 5030","Point","","385","TT2, C-2-3",25,6,0,"No","No","No","No","Bowl","Rim",3.4,7,30,0,"None","Mineral","Slipped","Slipped and painted","None","None","Repair hole","Augite Diorite and sand","Animas Var. Light","Thin","Northern San Juan","Animas","White","Mancos Black-on-white","Black Mesa",1,7.3,NA,""
"LA 8619","None","ENM 5030","Point","","386","TT2, C-2-3, V-1-4",28,5,25,"yes","No","No","No","Ladle","Rim",0,4.5,80,0,"None","Mineral","Plain","Slipped and painted","None","None","Repair hole","Diorite Porphyry and sherd","Trade Ware","Thin","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Mancos",1,9.3,NA,"misfired"
"LA 8619","None","ENM 5030","Point","","386","TT2, C-2-3, V-1-4",29,4,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thin","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Black Mesa",1,8,NA,"vitrified"
"LA 8619","None","ENM 5030","Point","","386","TT2, C-2-3, V-1-4",29,5,0,"No","No","No","No","Ladle","Rim",0,5,46,0,"Mineral","Mineral","Polished and painted","Polished and painted","None","None","None","Diorite Porphyry and sherd","Trade Ware","None","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Mancos",1,9.8,NA,"Lori Edit, int PI, ext red mesa"
"LA 8619","None","ENM 5030","Point","","386","TT2, V-1-4",37,4,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Augite diorite and Shale","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Black Mesa",1,2.8,NA,""
"LA 8846","SJ 18","LA 5618","Salmon","56w","C494","F-1-04",30084,9,0,"No","No","No","No","Bowl","Body",6,0,0,0,"None","Mineral/Organic","Slipped","Slipped and painted","None","None","None","Augite Diorite and sand","Animas Var. Light","Thin","Northern San Juan","Animas","White","Mancos Black-on-white","Sosi",1,5.7,NA,""
"LA 8846","SJ 18","LA 5618","Salmon","33w","C406","L-2-17.1",40101,4,16,"yes","No","No","No","Jar","Body",0,0,0,0,"Mineral/Organic","None","Slipped and painted","Plain","None","None","None","Augite Diorite and sherd","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Sosi",1,7.9,NA,""
"LA 8846","SJ 18","LA 5618","Salmon","56w","C237","C-1-03",37074,1,18,"yes","Yes","No","No","Jar","Body",0,0,0,0,"Mineral/Organic","None","Slipped and painted","Plain","None","Ext (non-basal) pitting or abrasion","None","Augite Diorite and sand","Animas Var. Light","Thick - crackly","Northern San Juan","Animas","White","Mancos Black-on-white","Reserve",1,8.1,NA,""
"LA 8846","SJ 18","LA 5618","Salmon","56w","C237","C-1-03",37069,4,0,"No","No","No","No","Bowl","Body",4,0,0,0,"None","Organic","Slipped","Slipped and painted","None","None","None","Augite Diorite and Other Crushed Rock","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,1.3,NA,""
"LA 8846","SJ 18","LA 5618","Salmon","56w","C237","C-1-03",37064,3,19,"yes","Yes","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Diorite Porphyry and sand","Trade Ware","Thin","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Reserve",1,9.6,NA,""
"LA 8846","SJ 18","LA 5618","Salmon","56w","C237","C-1-03",37063,3,20,"yes","No","No","No","Jar","Body",0,0,0,0,"Organic","None","Slipped and painted","Plain","None","Ext (non-basal) pitting or abrasion","None","Augite Diorite and sand","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Sosi",1,12.9,NA,""
